genome	cluster.x	size.x	extended_phylogeny.x	succinct_phylogeny.x	final_representative.x	rep_accession.x	final_classification.x	genus_count	designated_type_species	updated_classification.x	initial_classification.x	accession	genome_extended.x	genome_type.x	is_95ANI_rep.x	new_isolate.x	isolate_origin.x	name	cluster.y	size.y	extended_phylogeny.y	succinct_phylogeny.y	final_representative.y	rep_accession.y	ecogenomics_classificaion	classification_preprint	final_classification.y	updated_classification.y	initial_classification.y	accession_underscore	genome_extended.y	genome_type.y	is_95ANI_rep.y	new_isolate.y	existing_isolate	isolate_origin.y	RefSeq_Assembly_.IMG_Genome_ID	SAG_or_Isolate_ID	Genome_Origin	Subgroup	Included_in_read_recruitment	Sampling_Date_MM.DD.YY	Depth_m	Latitude_deg	Longitude_deg	Completeness.x	Contamination.x	GC.x	Genome_Size	Longest_Contig	Mean_Contig_Length	N50_contigs	Ambiguous_Bases	X._Predicted_Genes	X._Contigs	reference	Category	SAG	Sample	project	cruise_name	cruise_id	station	bottle_id	depth_m.x	latitude_degrees_north	longitude_degrees_east	sample_date	longhurst_province	full_file_name	GC.y	GC.std	Genome.size	X..ambiguous.bases	X..scaffolds	X..contigs	Longest.scaffold	Longest.contig	N50..scaffolds.	N50..contigs.	Mean.scaffold.length	Mean.contig.length	Coding.density	Translation.table	X..predicted.genes	Completeness.y	Contamination.y	number	X95_rep	mia_incl	type.x	lineage	environment_type	depth_m.y	cluster_88	cluster_95	cluster_98	red77	node_77	red88	node_88	red92	node_92	user_genome	user_genome.1	classification	genus_gtdb_count	msa_percent	closest_genome_ani	domain_gtdb	phylum_gtdb	class_gtdb	order_gtdb	family_gtdb	genus_gtdb	species_gtdb	X	X.1
GCA_902564385_1_AG_907_M07	cluster_000161	1	include	include	GCA_902564385.1_AG-907-M07	GCA_902564385.1	Ib.1.III	19	FALSE	Ib.1.III	Ib	GCA_902564385.1	GCA_902564385.1_AG-907-M07	SAG	TRUE	NA	NA	GCA_902564385_1_AG_907_M07	cluster_000161	1	include	include	GCA_902564385.1_AG-907-M07	GCA_902564385.1	NA	Ib.1.III	Ib.1.III	Ib.1.III	Ib	GCA_902564385_1	GCA_902564385.1_AG-907-M07	SAG	TRUE	NA	NA	NA	GCA_902564385.1	AG-907-M07	SAG	Ib.1.III	yes	7/14/09	10	31.07	-64.17	86.7	0	0.294	1080287	272321	38581.6786	125807	0	1125	28	Pachiadaki_et_al__2019	SAG	AG-907-M07	SWC-09	BATS	BATS248	AE0916	BATS	1024800403	10	31.07	_64.17	7/14/09	NASW	GCA_902564385.1_AG-907-M07_genomic	0.294026495	0.019174252	1080287	0	28	28	272321	272321	125807	125807	38581.67857	38581.67857	0.966248784	11	1125	86.74698795	0	164	yes	incl	SAG	Ib	offshore	10	cluster_000007	cluster_000274	cluster_000025	RED77_6	557	RED88_20	863	RED92_42	872	GCA_902564385.1	GCA_902564385.1_AG-907-M07_BATS_Mixed_Layer_~20%_narB_SAR11_Surface1_Station_BATS_10	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902564385	12	76.05	95.56	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902596325	NA	NA
GCA_902525935_1_AG_337_I10	cluster_000297	1	include	include	GCA_902525935.1_AG-337-I10	GCA_902525935.1	Ib.1.III	19	FALSE	Ib.1.III	Ib.1.III	GCA_902525935.1	GCA_902525935.1_AG-337-I10	SAG	TRUE	NA	NA	GCA_902525935_1_AG_337_I10	cluster_000297	1	include	include	GCA_902525935.1_AG-337-I10	GCA_902525935.1	NA	Ib.1.III	Ib.1.III	Ib.1.III	Ib.1.III	GCA_902525935_1	GCA_902525935.1_AG-337-I10	SAG	TRUE	NA	NA	NA	GCA_902525935.1	AG-337-I10	SAG	Ib.1.III	yes	12/8/10	14	-26.25	-103.96	87.1	2.4	0.2923	1063673	110895	25943.2439	70272	0	1127	41	Pachiadaki_et_al__2019	SAG	AG-337-I10	SWC-05	CMORE	BIGRAPA	MV1015	7	100705722	14	_26.25	_103.96	12/8/10	SPSG	GCA_902525935.1_AG-337-I10_genomic	0.29230788	0.019927685	1063673	0	41	41	110895	110895	70272	70272	25943.2439	25943.2439	0.966168174	11	1127	87.14322531	2.409638554	81	yes	incl	SAG	Ib.1.III	offshore	14	cluster_000007	cluster_000295	cluster_000182	RED77_6	557	RED88_20	863	RED92_42	872	GCA_902525935.1	GCA_902525935.1_AG-337-I10_Mixed_layer_50%_PAR_SAR11_Surface1_North_Chile_offshore_14	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902525935	12	80.79	100	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902528545	NA	NA
GCA_902623495_1_AG_893_N07	cluster_000112	1	include	include	GCA_902623495.1_AG-893-N07	GCA_902623495.1	Ib.1.III	19	FALSE	Ib.1.III	Ib.1.III	GCA_902623495.1	GCA_902623495.1_AG-893-N07	SAG	TRUE	NA	NA	GCA_902623495_1_AG_893_N07	cluster_000112	1	include	include	GCA_902623495.1_AG-893-N07	GCA_902623495.1	NA	Ib.1.III	Ib.1.III	Ib.1.III	Ib.1.III	GCA_902623495_1	GCA_902623495.1_AG-893-N07	SAG	TRUE	NA	NA	NA	GCA_902623495.1	AG-893-N07	SAG	Ib.1.III	yes	7/14/09	10	31.07	-64.17	85.5	0	0.2916	1257574	271705	40566.9032	90678	0	1325	31	Pachiadaki_et_al__2019	SAG	AG-893-N07	SWC-09	BATS	BATS248	AE0916	BATS	1024800403	10	31.07	_64.17	7/14/09	NASW	GCA_902623495.1_AG-893-N07_genomic	0.29159954	0.025327046	1257574	0	31	31	271705	271705	90678	90678	40566.90323	40566.90323	0.965996434	11	1325	85.54216867	0	360	yes	incl	SAG	Ib.1.III	offshore	10	cluster_000007	cluster_000262	cluster_000002	RED77_6	557	RED88_20	863	RED92_42	872	GCA_902623495.1	GCA_902623495.1_AG-893-N07_BATS_Mixed_Layer_~20%_narB_SAR11_Surface1_Station_BATS_10	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902623495	12	NA	NA	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter_A	s__Pelagibacter_A sp014654415	NA	NA
GCA_902537055_1_AG_899_A06	cluster_000076	1	include	include	GCA_902537055.1_AG-899-A06	GCA_902537055.1	Ib.1.III	19	FALSE	Ib.1.III	Ib.1.III	GCA_902537055.1	GCA_902537055.1_AG-899-A06	SAG	TRUE	NA	NA	GCA_902537055_1_AG_899_A06	cluster_000076	1	include	include	GCA_902537055.1_AG-899-A06	GCA_902537055.1	NA	Ib.1.III	Ib.1.III	Ib.1.III	Ib.1.III	GCA_902537055_1	GCA_902537055.1_AG-899-A06	SAG	TRUE	NA	NA	NA	GCA_902537055.1	AG-899-A06	SAG	Ib.1.III	yes	7/14/09	10	31.07	-64.17	86.1	0	0.291	1215984	213059	31179.0769	69132	0	1283	39	Pachiadaki_et_al__2019	SAG	AG-899-A06	SWC-09	BATS	BATS248	AE0916	BATS	1024800403	10	31.07	_64.17	7/14/09	NASW	GCA_902537055.1_AG-899-A06_genomic	0.290975868	0.022332344	1215984	0	39	39	213059	213059	69132	69132	31179.07692	31179.07692	0.964058738	11	1283	86.14457831	0	102	yes	incl	SAG	Ib.1.III	offshore	10	cluster_000007	cluster_000107	cluster_000131	RED77_6	557	RED88_20	863	RED92_42	872	GCA_902537055.1	GCA_902537055.1_AG-899-A06_BATS_Mixed_Layer_~20%_narB_SAR11_Surface1_Station_BATS_10	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902537055	12	71.62	99.99	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902520335	NA	NA
GCA_902618205_1_AG_892_J03	cluster_000182	1	include	include	GCA_902618205.1_AG-892-J03	GCA_902618205.1	Ib.1.III	19	FALSE	Ib.1.III	Ib.1.III	GCA_902618205.1	GCA_902618205.1_AG-892-J03	SAG	TRUE	NA	NA	GCA_902618205_1_AG_892_J03	cluster_000182	1	include	include	GCA_902618205.1_AG-892-J03	GCA_902618205.1	NA	Ib.1.III	Ib.1.III	Ib.1.III	Ib.1.III	GCA_902618205_1	GCA_902618205.1_AG-892-J03	SAG	TRUE	NA	NA	NA	GCA_902618205.1	AG-892-J03	SAG	Ib.1.III	yes	7/14/09	10	31.07	-64.17	95.2	0	0.2942	1376173	399332	49149.0357	166676	0	1486	28	Pachiadaki_et_al__2019	SAG	AG-892-J03	SWC-09	BATS	BATS248	AE0916	BATS	1024800403	10	31.07	_64.17	7/14/09	NASW	GCA_902618205.1_AG-892-J03_genomic	0.294236262	0.025118767	1376173	0	28	28	399332	399332	166676	166676	49149.03571	49149.03571	0.964348959	11	1486	95.18072289	0	336	yes	incl	SAG	Ib.1.III	offshore	10	cluster_000007	cluster_000256	cluster_000367	RED77_6	557	RED88_20	863	RED92_42	872	GCA_902618205.1	GCA_902618205.1_AG-892-J03_BATS_Mixed_Layer_~20%_narB_SAR11_Surface1_Station_BATS_10	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902618205	12	71.54	99.99	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter_A	s__Pelagibacter_A sp902597175	NA	NA
GCA_902538525_1_AG_899_G03	cluster_000336	1	include	include	GCA_902538525.1_AG-899-G03	GCA_902538525.1	Ib.1.III	19	FALSE	Ib.1.III	Ib.1.III	GCA_902538525.1	GCA_902538525.1_AG-899-G03	SAG	TRUE	NA	NA	GCA_902538525_1_AG_899_G03	cluster_000336	1	include	include	GCA_902538525.1_AG-899-G03	GCA_902538525.1	NA	Ib.1.III	Ib.1.III	Ib.1.III	Ib.1.III	GCA_902538525_1	GCA_902538525.1_AG-899-G03	SAG	TRUE	NA	NA	NA	GCA_902538525.1	AG-899-G03	SAG	Ib.1.III	yes	7/14/09	10	31.07	-64.17	88	0	0.2906	957889	209369	22276.4884	49372	0	1027	43	Pachiadaki_et_al__2019	SAG	AG-899-G03	SWC-09	BATS	BATS248	AE0916	BATS	1024800403	10	31.07	_64.17	7/14/09	NASW	GCA_902538525.1_AG-899-G03_genomic	0.290603609	0.033970477	957889	0	43	43	209369	209369	49372	49372	22276.48837	22276.48837	0.967133979	11	1027	87.95180723	0	104	yes	incl	SAG	Ib.1.III	offshore	10	cluster_000007	cluster_000354	cluster_000214	RED77_6	557	RED88_20	863	RED92_42	872	GCA_902538525.1	GCA_902538525.1_AG-899-G03_BATS_Mixed_Layer_~20%_narB_SAR11_Surface1_Station_BATS_10	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902538525	12	71.88	100	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902524545	NA	NA
GCA_902578885_1_AG_426_M19	cluster_000241	1	include	include	GCA_902578885.1_AG-426-M19	GCA_902578885.1	Ib.1.III	19	FALSE	NA	Ib.1.III	GCA_902578885.1	GCA_902578885.1_AG-426-M19	SAG	TRUE	NA	NA	GCA_902578885_1_AG_426_M19	cluster_000241	1	include	include	GCA_902578885.1_AG-426-M19	GCA_902578885.1	NA	Ib.1.III	Ib.1.III	NA	Ib.1.III	GCA_902578885_1	GCA_902578885.1_AG-426-M19	SAG	TRUE	NA	NA	NA	GCA_902578885.1	AG-426-M19	SAG	Ib.1.III	include	11/12/11	90.8	38.32	-68.87	84.59291712	0	0.291295283	1256227	213323	50249.08	143263	0	1349	25	Pachiadaki_et_al__2019	SAG	AG-426-M19	SWC-15	GEOTRACES	GA03(L2)	KN204	4	844349	90.8	38.32	_68.87	11/12/11	GFST	GCA_902578885.1_AG-426-M19_genomic	0.291295283	0.021421011	1256227	0	25	25	213323	213323	143263	143263	50249.08	50249.08	0.966074603	11	1349	84.59291712	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter_sp003210025	NA	NA
GCA_902541285_1_AG_359_G17	cluster_000288	1	include	include	GCA_902541285.1_AG-359-G17	GCA_902541285.1	Ib.1.III	19	FALSE	Ib.1.III	Ib.1.III	GCA_902541285.1	GCA_902541285.1_AG-359-G17	SAG	TRUE	NA	NA	GCA_902541285_1_AG_359_G17	cluster_000288	1	include	include	GCA_902541285.1_AG-359-G17	GCA_902541285.1	NA	Ib.1.III	Ib.1.III	Ib.1.III	Ib.1.III	GCA_902541285_1	GCA_902541285.1_AG-359-G17	SAG	TRUE	NA	NA	NA	GCA_902541285.1	AG-359-G17	SAG	Ib.1.III	yes	7/14/09	10	31.07	-64.17	87.7	0	0.2895	1164429	92350	36388.4063	68077	0	1251	32	Pachiadaki_et_al__2019	SAG	AG-359-G17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GCA_902541285.1_AG-359-G17_genomic	0.289529031	0.017902437	1164429	0	32	32	92350	92350	68077	68077	36388.40625	36388.40625	0.970004182	11	1251	87.73274918	0	115	yes	incl	SAG	Ib.1.III	offshore	10	cluster_000007	cluster_000069	cluster_000389	RED77_6	557	RED88_20	863	RED92_42	872	GCA_902541285.1	GCA_902541285.1_AG-359-G17_BATS_Mixed_Layer_~20%_narB_SAR11_Surface1_Station_BATS_10	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902541285	12	76.05	100	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902576375	NA	NA
GCA_902611845_1_AG_918_E02	cluster_000032	1	include	include	GCA_902611845.1_AG-918-E02	GCA_902611845.1	Ib.1.III	19	FALSE	Ib.1.III	Ib.1.III	GCA_902611845.1	GCA_902611845.1_AG-918-E02	SAG	TRUE	NA	NA	GCA_902611845_1_AG_918_E02	cluster_000032	1	include	include	GCA_902611845.1_AG-918-E02	GCA_902611845.1	NA	Ib.1.III	Ib.1.III	Ib.1.III	Ib.1.III	GCA_902611845_1	GCA_902611845.1_AG-918-E02	SAG	TRUE	NA	NA	NA	GCA_902611845.1	AG-918-E02	SAG	Ib.1.III	yes	7/14/09	10	31.07	-64.17	92.2	0	0.2938	1261292	293732	48511.2308	139783	0	1339	26	Pachiadaki_et_al__2019	SAG	AG-918-E02	SWC-09	BATS	BATS248	AE0916	BATS	1024800403	10	31.07	_64.17	7/14/09	NASW	GCA_902611845.1_AG-918-E02_genomic	0.293832039	0.03319045	1261292	0	26	26	293732	293732	139783	139783	48511.23077	48511.23077	0.965946823	11	1339	92.1686747	0	304	yes	incl	SAG	Ib.1.III	offshore	10	cluster_000007	cluster_000323	cluster_000238	RED77_6	557	RED88_20	863	RED92_42	872	GCA_902611845.1	GCA_902611845.1_AG-918-E02_BATS_Mixed_Layer_~20%_narB_SAR11_Surface1_Station_BATS_10	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902611845	12	65.64	100	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__GCA-2704625	s__GCA-2704625 sp902573425	NA	NA
GCA_902612605_1_AG_918_G22	cluster_000300	1	include	include	GCA_902612605.1_AG-918-G22	GCA_902612605.1	Ib.1.III	19	FALSE	Ib.1.III	Ib.1.III	GCA_902612605.1	GCA_902612605.1_AG-918-G22	SAG	TRUE	NA	NA	GCA_902612605_1_AG_918_G22	cluster_000300	1	include	include	GCA_902612605.1_AG-918-G22	GCA_902612605.1	NA	Ib.1.III	Ib.1.III	Ib.1.III	Ib.1.III	GCA_902612605_1	GCA_902612605.1_AG-918-G22	SAG	TRUE	NA	NA	NA	GCA_902612605.1	AG-918-G22	SAG	Ib.1.III	yes	7/14/09	10	31.07	-64.17	97.5	0	0.2898	1358899	490095	54355.96	197824	0	1430	25	Pachiadaki_et_al__2019	SAG	AG-918-G22	SWC-09	BATS	BATS248	AE0916	BATS	1024800403	10	31.07	_64.17	7/14/09	NASW	GCA_902612605.1_AG-918-G22_genomic	0.28976988	0.035682144	1358899	0	25	25	490095	490095	197824	197824	54355.96	54355.96	0.968193368	11	1430	97.48083242	0	309	yes	incl	SAG	Ib.1.III	offshore	10	cluster_000007	cluster_000194	cluster_000339	RED77_6	557	RED88_20	863	RED92_42	872	GCA_902612605.1	GCA_902612605.1_AG-918-G22_BATS_Mixed_Layer_~20%_narB_SAR11_Surface1_Station_BATS_10	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902612605	12	66.87	100	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__GCA-2704625	s__GCA-2704625 sp902591045	NA	NA
GCA_902531175_1_AG_897_G09	cluster_000187	1	include	include	GCA_902531175.1_AG-897-G09	GCA_902531175.1	Ib.1.III	19	FALSE	Ib.1.III	Ib.1.III	GCA_902531175.1	GCA_902531175.1_AG-897-G09	SAG	TRUE	NA	NA	GCA_902531175_1_AG_897_G09	cluster_000187	1	include	include	GCA_902531175.1_AG-897-G09	GCA_902531175.1	NA	Ib.1.III	Ib.1.III	Ib.1.III	Ib.1.III	GCA_902531175_1	GCA_902531175.1_AG-897-G09	SAG	TRUE	NA	NA	NA	GCA_902531175.1	AG-897-G09	SAG	Ib.1.III	yes	7/14/09	10	31.07	-64.17	96.4	0	0.2915	1297415	328288	51896.6	201220	0	1371	25	Pachiadaki_et_al__2019	SAG	AG-897-G09	SWC-09	BATS	BATS248	AE0916	BATS	1024800403	10	31.07	_64.17	7/14/09	NASW	GCA_902531175.1_AG-897-G09_genomic	0.291495011	0.023083366	1297415	0	25	25	328288	328288	201220	201220	51896.6	51896.6	0.966794742	11	1371	96.38554217	0	89	yes	incl	SAG	Ib.1.III	offshore	10	cluster_000007	cluster_000184	cluster_000421	RED77_6	557	RED88_20	863	RED92_42	872	GCA_902531175.1	GCA_902531175.1_AG-897-G09_BATS_Mixed_Layer_~20%_narB_SAR11_Surface1_Station_BATS_10	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902531175	12	79.96	100	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902616725	NA	NA
GCA_902543575_1_AG_900_I19	cluster_000118	1	include	include	GCA_902543575.1_AG-900-I19	GCA_902543575.1	Ib.1.III	19	FALSE	Ib.1.III	Ib.1.III	GCA_902543575.1	GCA_902543575.1_AG-900-I19	SAG	TRUE	NA	NA	GCA_902543575_1_AG_900_I19	cluster_000118	1	include	include	GCA_902543575.1_AG-900-I19	GCA_902543575.1	NA	Ib.1.III	Ib.1.III	Ib.1.III	Ib.1.III	GCA_902543575_1	GCA_902543575.1_AG-900-I19	SAG	TRUE	NA	NA	NA	GCA_902543575.1	AG-900-I19	SAG	Ib.1.III	yes	7/14/09	10	31.07	-64.17	96.3	0	0.2935	1191560	174948	36107.8788	93012	0	1271	33	Pachiadaki_et_al__2019	SAG	AG-900-I19	SWC-09	BATS	BATS248	AE0916	BATS	1024800403	10	31.07	_64.17	7/14/09	NASW	GCA_902543575.1_AG-900-I19_genomic	0.293545436	0.025783366	1191560	0	33	33	174948	174948	93012	93012	36107.87879	36107.87879	0.968176172	11	1271	96.27601314	0	123	yes	incl	SAG	Ib.1.III	offshore	10	cluster_000007	cluster_000159	cluster_000399	RED77_6	557	RED88_20	863	RED92_42	872	GCA_902543575.1	GCA_902543575.1_AG-900-I19_BATS_Mixed_Layer_~20%_narB_SAR11_Surface1_Station_BATS_10	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902543575	12	73.49	98.51	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902596515	NA	NA
GCA_902594705_1_AG_915_G14	cluster_000013	2	include	include	GCA_902594705.1_AG-915-G14	GCA_902594705.1	Ib.1.III	19	FALSE	Ib.1.III	Ib	GCA_902594705.1	GCA_902594705.1_AG-915-G14	SAG	TRUE	NA	NA	GCA_902594705_1_AG_915_G14	cluster_000013	2	include	include	GCA_902594705.1_AG-915-G14	GCA_902594705.1	NA	Ib.1.III	Ib.1.III	Ib.1.III	Ib	GCA_902594705_1	GCA_902594705.1_AG-915-G14	SAG	TRUE	NA	NA	NA	GCA_902594705.1	AG-915-G14	SAG	Ib.1.III	yes	7/14/09	10	31.07	-64.17	89.9	0	0.2925	1317965	366624	48813.5185	143409	0	1389	27	Pachiadaki_et_al__2019	SAG	AG-915-G14	SWC-09	BATS	BATS248	AE0916	BATS	1024800403	10	31.07	_64.17	7/14/09	NASW	GCA_902594705.1_AG-915-G14_genomic	0.29245769	0.023702794	1317965	0	27	27	366624	366624	143409	143409	48813.51852	48813.51852	0.966583331	11	1389	89.88682001	0	258	yes	incl	SAG	Ib	offshore	10	cluster_000007	cluster_000022	cluster_000042	RED77_6	557	RED88_20	863	RED92_42	872	GCA_902594705.1	GCA_902594705.1_AG-915-G14_BATS_Mixed_Layer_~20%_narB_SAR11_Surface1_Station_BATS_10	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902594705	12	68.36	100	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902588835	NA	NA
GCA_902613065_1_AG_918_K13	cluster_000190	2	include	include	GCA_902613065.1_AG-918-K13	GCA_902613065.1	Ib.1.III	19	FALSE	Ib.1.III	Ib	GCA_902613065.1	GCA_902613065.1_AG-918-K13	SAG	TRUE	NA	NA	GCA_902613065_1_AG_918_K13	cluster_000190	2	include	include	GCA_902613065.1_AG-918-K13	GCA_902613065.1	NA	Ib.1.III	Ib.1.III	Ib.1.III	Ib	GCA_902613065_1	GCA_902613065.1_AG-918-K13	SAG	TRUE	NA	NA	NA	GCA_902613065.1	AG-918-K13	SAG	Ib.1.III	yes	7/14/09	10	31.07	-64.17	91.2	0	0.2918	1271315	205514	34359.8649	72577	0	1364	37	Pachiadaki_et_al__2019	SAG	AG-918-K13	SWC-09	BATS	BATS248	AE0916	BATS	1024800403	10	31.07	_64.17	7/14/09	NASW	GCA_902613065.1_AG-918-K13_genomic	0.291847418	0.03062129	1271315	0	37	37	205514	205514	72577	72577	34359.86486	34359.86486	0.96668017	11	1364	91.23767798	0	311	yes	incl	SAG	Ib	offshore	10	cluster_000007	cluster_000037	cluster_000149	RED77_6	557	RED88_20	863	RED92_42	872	GCA_902613065.1	GCA_902613065.1_AG-918-K13_BATS_Mixed_Layer_~20%_narB_SAR11_Surface1_Station_BATS_10	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902613065	12	72.12	100	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__GCA-2704625	s__GCA-2704625 sp902614835	NA	NA
GCA_902596975_1_AG_916_E19	cluster_000218	2	include	include	GCA_902596975.1_AG-916-E19	GCA_902596975.1	Ib.1.III	19	FALSE	Ib.1.III	Ib.1.III	GCA_902596975.1	GCA_902596975.1_AG-916-E19	SAG	TRUE	NA	NA	GCA_902596975_1_AG_916_E19	cluster_000218	2	include	include	GCA_902596975.1_AG-916-E19	GCA_902596975.1	NA	Ib.1.III	Ib.1.III	Ib.1.III	Ib.1.III	GCA_902596975_1	GCA_902596975.1_AG-916-E19	SAG	TRUE	NA	NA	NA	GCA_902596975.1	AG-916-E19	SAG	Ib.1.III	yes	7/14/09	10	31.07	-64.17	90.1	0.1	0.295	1246502	147879	38953.1875	100056	0	1335	32	Pachiadaki_et_al__2019	SAG	AG-916-E19	SWC-09	BATS	BATS248	AE0916	BATS	1024800403	10	31.07	_64.17	7/14/09	NASW	GCA_902596975.1_AG-916-E19_genomic	0.294959816	0.01464653	1246502	0	32	32	147879	147879	100056	100056	38953.1875	38953.1875	0.9648729	11	1335	90.14883062	0.070871722	267	yes	incl	SAG	Ib.1.III	offshore	10	cluster_000007	cluster_000332	cluster_000099	RED77_6	557	RED88_20	863	RED92_42	872	GCA_902596975.1	GCA_902596975.1_AG-916-E19_BATS_Mixed_Layer_~20%_narB_SAR11_Surface1_Station_BATS_10	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902596975	12	77.04	99.73	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__Pelagibacter	s__Pelagibacter sp902622545	NA	NA
